comment,noun,adj,verb
"요즘 서서히 들려오는 비 소식들☔ 습기 바싹 말려 줄 제습기는 무엇일까요?
제습기에 대한 여러분들의 많은 의견 댓글로 남겨주세요!","['요즘', '서서히', '비', '소식', '습기', '바싹', '제습기', '무엇', '제습기', '대한', '여러분', '의견', '댓글']",['많다'],"['들려오다', '말리다', '이다', '남기다']"
"와! 광안리다 저 팬이에요 즐겁게 보고 있어요!
근데 목소리가 바뀌었다","['광안', '리다', '팬', '보고', '목소리']","['즐겁다', '있다']","['오다', '바뀌다']"
위닉스 픽하고 갑니다 ㅋㅋ,"['위', '닉스', '픽']",[],['가다']
"위닉스가 전체적으로 성능이 뛰어네요 
제습기 구입할때 많은 도움이 되는 영상이네요  좋아요 꾸욱~","['위', '닉스', '전체', '성능', '제습기', '구입', '도움', '상이', '꾸욱']","['많다', '좋다']","['뛰다', '하다', '되다']"
위..닉..스.. 메모하고 갑니당,"['위', '닉', '스', '메모']",[],['가다']
제가 LG제품을 좋아하긴 하지만 진짜 제습기는 위닉스 같아요 저희집도 위닉스 제습기 사용하는데 성능이 너무 좋아서 매번 만족하면서 사용해요!,"['제품', '제습기', '위', '닉스', '집도', '위', '닉스', '제습기', '사용', '성능', '매번', '사용']","['좋아하다', '같다', '좋다', '만족하다']","['하다', '하다']"
위닉스 좋은듯,"['위', '닉스', '듯']",['좋다'],[]
몬대,['몬대'],[],[]
바로 SKT 114에 전화를 걸어서 위약금을 물어보았다고 한다 ㅋㅋㅋㅋㅋㅋ,"['바로', '전화', '위약금']",[],"['걸다', '물어보다', '하다']"
"알뜰폰 사용자에요
알뜰폰인데도 무제한요금제 있구요.
쓰다보면 알뜰폰인지 모르고 써요...
알뜰폰이라고 해서 뭔 차이가 있는게 아니거든여! 😉","['알뜰폰', '사용자', '알뜰폰', '무제한', '금제', '알뜰폰', '알뜰폰', '차이']","['있다', '있다', '아니다']","['쓰다', '보다', '모르다', '써다', '하다']"
중간 중간 짤이 점점 다양해진다ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"['중간', '중간', '짤', '점점']",[],['다양해지다']
아주 기냥 설명을 귀에 쏙쏙 박히게 하는구만고래,"['아주', '기', '설명', '귀', '쏙쏙', '고래']",[],"['박히다', '하다']"
그동안 휴대폰 요금 비싸다면서도 제대로 알아보지 않았던게 후회된다... ㅜ,"['그동안', '휴대폰', '요금', '제대로']","['비싸다', '후회되다']","['알아보다', '않다']"
