comment,noun,adj,verb
"나갈 타이밍을 잘 잡았는데 돌아오는 타이밍을 못잡으신 병지형님
제가 봤을때는 그렇습니다.","['타이밍', '타이밍', '병지', '형님']",['그렇다'],"['나가다', '자다', '잡다', '돌아오다', '못자다', '보다']"
이승렬 선수 은퇴하셨군요... 잘 싸고(?)계신 모습 보니 보기 좋네여!,"['이승렬', '선수', '은퇴', '모습', '보기']","['계시다', '좋다']","['하다', '자다', '싸다', '보다']"
"이승렬 선수 요즘 간간히 보이네유 ㅋㅋ 좋아해서 fm하면 무조건 키웠는데,,,스트라이커 보다는 인사이드 포워드로 잘뛰더라구요..심서연 선수가 트래핑 하기 힘들게 썌게 패스 일부러 하는거 같은디...ㅎㅎ","['이승렬', '선수', '요즘', '보이', '유', '무조건', '스트라이커', '인사', '이드', '포워드', '심서연', '선수', '트', '래핑', '썌', '패스', '일부러']","['좋아하다', '힘들다', '같다']","['하다', '키우다', '뛰다', '하다', '하다']"
완전 나갈 타이밍이였죠!ㅋㅋㅋ 그러나 돌아오지 못한....ㅋㅋ,"['완전', '타이밍', '못']",[],"['나가다', '이다', '돌아오다']"
"역시 현 국대는 다르다.. 와우. 센스..
키퍼와 소통하면서 방어하는 게..
거기다가 나오길 좋아라 하는 병지성님의 나오는 순간에 골대로 자연스럽게..

슛찬스를 막기 위한 타이밍에 나오신 건 맞았어요.. 

각이 없었다고 생각하는 찰나에 슛. 골까지 만든..
국대는 아무나 하는 게 아니다..
클라스는 영원하다. 와우.","['역시', '현', '국', '와우', '센스', '키퍼', '소통', '방어', '게', '거기', '다가', '병', '지성', '순간', '골대', '자연', '슛', '찬스', '위', '타이밍', '건', '생각', '찰나', '슛', '골', '국', '아무나', '게', '클라스', '와우']","['다르다', '좋다', '없다', '아니다', '영원하다']","['하다', '하다', '나오다', '하다', '나오다', '막다', '나오다', '맞다', '하다', '만들다', '하다']"
재미있게 보느라 좋아요 누르는거 깜박할 뻔. ㅋㅋㅋ,"['깜박', '뻔']","['재미있다', '좋다']","['보다', '누르다', '하다']"
오랜만에 영상을 잘보고갑니다 화이팅하세요^^^^,"['영상', '화이팅']",[],"['보다', '가다', '하다']"
담궈버리는데 수비가 스코어 올라가네용ㅋㅋㅋㅋ,"['수비', '스코어']",[],"['담그다', '버리다', '올라가다']"
"이승렬 선수 많이 아깝네요 ㅠㅠ
10동아시안컵 일본전  골  인상깊었습니다.","['이승렬', '선수', '동아시안컵', '본전', '골', '인상']","['아깝다', '깊다']",[]
병지형 고정 시켜줘요,"['병지', '고정']",[],['시키다']
이승렬선수 폼은 일시적이나 클래스는 여전하네요. 역시 국대 출신은 다름👍,"['이승렬', '선수', '폼', '일시', '클래스', '역시', '국', '출신']","['여전하다', '다르다']",[]
내 뒤에 공은 없지만 심서연 은 있다! ㅋㅋㅋ,"['뒤', '공', '심서연', '은']","['없다', '있다']",[]
본인제외 선수3명이 돌려까는데 ㅋㅋ 괜시리 무안하니 시청자한테 의견 넘겨버리기~,"['본인', '제외', '선수', '명', '괜시리', '시청자', '의견']",['무안하다'],"['돌리다', '깔다', '넘기다', '버리다']"
이승렬 센스 하나는 진짜 타고 났다..,"['이승렬', '센스', '하나', '타고']",[],['나다']
병지형은 내 뒤에 공은 없다 라는 명언으로도 유명하죠,"['병지', '뒤', '공', '명언']","['없다', '유명하다']",[]
병지형..쫄은거 아니죠?ㅋㅋㅋㅋ 05:06,"['병지', '쫄은거']",['아니다'],[]
골대를 벗어나면 돌아오지 않는 병지형,"['골대', '병지']",[],"['벗어나다', '돌아오다', '않다']"
"이승렬은 진짜 클줄 알았는데...
아쉽네요",['이승렬'],['아쉽다'],"['크다', '알다']"
"근데 병지형은 공격수야 골키퍼야?
드리블하고 골넣을때는 공격수인데
원래 포지션은 골키퍼이니까","['병지', '공격수', '골키퍼', '드리블', '골', '공격수', '원래', '포지션', '골키퍼']",[],['넣다']
셴쓰,['셴쓰'],[],[]
역시 다들 재미있게 잘하시네요.....👍👍👍👍,['역시'],['재미있다'],"['들다', '하다']"
"골문 비우면 책임지고 클리어링 해주고 돌아와야한다

제일 큰 미덕이긴 한데........으음","['골문', '클리어', '링', '제일', '미덕']",['야하다'],"['비우다', '책임지다', '해주다', '돌아오다', '크다', '이기다']"
와 심서연 선수 미인이네,"['심서연', '선수', '미인']",[],['오다']
조기축구다녔던 사람으로서 병지행님의 관점으로 본다면 나갈타이밍이였습니다.,"['축구', '사람', '병지', '행', '관점', '타이밍']",[],"['다니다', '보다', '나가다', '이다']"
와우 대박,"['와우', '대박']",[],[]
출사표 던지고 화려하게 나가는데 돌아오는 개선문에는 거미줄 치게 만드는 병지옹,"['출사표', '개선문', '거미줄', '치', '병지', '옹']",['화려하다'],"['던지다', '나가다', '돌아오다', '만들다']"
오늘도 잘 봤습니다 👍,['오늘'],[],"['자다', '보다']"
완전 나갈 타이밍이었죠~! 어떤 부분에서는 완전 바로 덮칠 수도 있었는데 다만 그렇게까지 험하게는 안하신 거 같았어요.,"['완전', '타이밍', '부분', '완전', '바로', '수도', '다만']","['어떻다', '있다', '험하다', '같다']","['나가다', '이다', '덮다', '하다']"
