닉네임,댓글,좋아요수,날짜
루시엘,ㅋㅋㅋㅋ 저 짤은 몇번을 봐도 개웃기네 ㅋㅋㅋㅋㅋㅋㅋ,839개,2020. 6. 3.
실비발바닥,이번편 은근히 재밌넼ㅋㅋㅋㅋ 옆에서 동생이 말해준 새우꼬리썰도 개웃김ㅋㅋㅋㅋ,554개,2020. 6. 3.
,“King is back”,853개,2020. 6. 3.
오더,9:51 세레모니 막으러 오는거 ㅈㄴ 웃기네,97개,2020. 6. 3.
jylee,5:53 아니 최광원 감독님 입 움직이는거 개웃기네 진짜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 어떻게 이런걸 만들지ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,131개,2020. 6. 3.
강건주,7:07 '이승우와 사진을 찍고 있는 아르헨티나의 한팬',484개,2020. 6. 3.
아싸풋볼AssaFootball,"10:06 태극기는 저희가 던져 줬습니다!!ㅋㅋㅋㅋㅋㅋㅋㅋ
https://youtu.be/0kE6x3IW4Qc
그 아시안게임 결승전 이후 우리 아싸풋볼이 탄생 했습니당 ㅋㅋㅋ",168개,2020. 6. 3.
,"9:38 왜 하필 항상 세레머니 막는건 손흥민 선수ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
그 와중에 9:47에 그래도 결승전 골인거까지 손흥민 선수가 뒤에 따라오고 있엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋ",14개,2020. 6. 3.
오이나와,뒤에 손흥민 싱글벙글하면서 뛰어오는거 개웃기넼ㅋㅋㅋㅌㅋㅋㅋ,39개,2020. 6. 3.
6tab,5:15  월드컵때 곶 맞았다고 언니라고 하네ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,75개,2020. 6. 3.
조주원,2:19 진짜 VJ들 힘들겠다..,55개,2020. 6. 3.
HarryCha,펨코에서 검색은 안하는게 정신건강에 좋으실텐데,4개,2020. 6. 3.
aventador7,4:52 바밤바 탈룰라.avi,189개,2020. 6. 3.
아이보름,이승우 진짜 존잘이네... 뭘하던 최애선수 그냥 응원함!,6개,2020. 6. 3.
신짱구,5:17 케이스를 아이폰7을 껴 ⫬,202개,2020. 6. 3.
킹버풀,근데 바밤바 케이스 잘보면 아이폰x케이스가 아님 ㅋㅋㅋㅋㅋ,264개,2020. 6. 3.
DakU,"이승우 선수 성격 좋네 ㅋㅋㅋㅋㅋㅋㅋ
할말은 하고 평소엔 유쾌하고 ㅋㅋㅋㅋ",83개,2020. 6. 3.
김주찬,9:37 자막 저렇게나오고 흥민형 계속 나오니까 ㅈㄴ웃기네 ㅋㅋㅋ,346개,2020. 6. 3.
허율,2:19 어이구 카메라분들도 엄청 고생하시네...,112개,2020. 6. 3.
아임서리imSeoRi,2:10 이건 분명 편집 시간 남아서 한거다,102개,2020. 6. 3.
이연우,저 짤은 진짜 한국 축구사 최고의 만능짤ㅋㅋㅋㅋㅋㅋ,55개,2020. 6. 3.
xzr,11:19 이짤 손가락 난 어떻게 한건지 모르겠엌ㅋㅋㅋㅋ,18개,2020. 6. 3.
조형우,9:50 손흥민 달려오는거 개무섭네ㅋㅋ,69개,2020. 6. 3.
andreassan,7:55 포상이래 ㅋㅋㅋ 참낰 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,25개,2020. 6. 3.
원정연,9:38 잡는거 다 손흥민이네 ㅋㅋㅋㅋㅋㅋ,74개,2020. 6. 3.
미스터송,2:18 조깅에서 제일 힘든사람 : 카메라맨,62개,2020. 6. 3.
opkissrose,엄마랑 가서 모자 샀데ㅋㅋ  이승우 선수 정말 간절히 응원 하고 있습니다. 항상 자신감 넘치는 플레이 보여주세요.,3개,2020. 6. 3.
holahola,"이승우는 진짜  유튜브 블루칩이네ㅋㅋㅋㅋ
나오는 거마다 조회수 개잘나오네ㅋㅋㅋㅋㅋ",14개,2020. 6. 3.
나는관대하다,"이승우선수 진짜 잘생겼네요..
한국인 자부심갖고 멋지게 뛰어주세요!",3개,2020. 6. 3.
heresienstagenT,9:39 그 중심에는 손흥민이 있었다,81개,2020. 6. 3.
JanBasten,아 이승우 말하는거 하나하나 겁나 매력잇어ㅋㅋㅋ 진짜 그냥 동네 친구 동네 동생느낌나고 막 챙겨주고싶다ㅎㅎ 항상 화이팅하세여 응원합니다^^,13개,2020. 6. 3.
