Unnamed: 0,youtube_id,comment,like_num
0,디렉터파이,"영상 처음부터 끝까지 보시고 어떤 피부가, 그리고 
왜 패드를 써야 하는지? 또는 쓰지 말아야 하는지?  영상에 나오지 않은 패드 제품 보실 때도 확인하시고 사용하시길 바랄게요~ #빠밤 


01:08 패드의 종류
01:36 아쉬워요
02:37 가끔쓸템
11:39 데일리 추천템
15:34 TOP of TOP",292개
1,정소희,"며칠전에 새로운 패드를 샀었습니다. 그런데 매일 사용하니깐 피부에 자극이 되더라구요..저는 제품 문제인줄 알고 배신감에 차있었는데 이제보니 각질제거 성분때문에 그랬던것 같네요... 제가 사용한 패드가 AHA,BHA,PHA 다들어가 있었거든요ㅠ.. 다시 한번 일주일에 1-2회정도 사용을 줄여서 써봐야 겠어요! 항상 이렇게 정확한 사용법과 친절한 설명 감동입니당ㅠㅎㅎ",15개
2,채린,"피부 타입별 토너패드 TOP of TOP 타임라인
틀린부분은 답글로 알려주세요!
01:08 패드의 종류
클렌징 패드, 필링 패드, BHA/PHA 패드, 토너 패드, 미백 패드
01:36 아쉬워요
01:40 나이팅게일 데일리 더마 클렌징 패드 마일드 270ml(70매) / 24,000원 
01:51 마몽드 로즈워터 토너 패드 40매 / 12,000원 
02:02 코스알엑스 원스텝 오리지널 클리어 패드 135ml(70매) / 17,500원 
02:18 BRTC V10 필링 패드 165ml(80매) / 39,000원 
02:37 가끔쓸템
패드에서 가끔쓸템은 횟수의 문제라는 것!
(즉, AHA, AHA+BHA 패드 같은 자극이가서 가끔 써야하는 템)
AHA
03:31 벨라몬스터 스트레스 아웃 솔루션 패드 155ml(70매) / 17,000원 
AHA+BHA
04:59 메디큐브 제로 모공 패드 2.0 155g(70매) / 34,000원
AHA+BHA+PHA
06:21 식물나라 제주 탄산수 딥 필링 패드 120ml(60매) / 12,800원 
BHA+PHA B등급
08:05 미샤 수퍼 아쿠아 매끈 속살 필링 패드 60매 / 15,000원 
BHA B등급
08:43 에뛰드 올 케어링 이레이저 패드 110ml(60매) / 14,500원 
09:37 코스알엑스 원스텝 모이스쳐 업 패드 135ml(70매) / 17,500원 
BHA+PHA A등급
10:07 프롬조이 에키실린 클리어 코튼 패드 150ml(60매) / 23,000원 
BHA A등급
10:49 셀리맥스 어성초 BHA 지우개 필링 패드 125ml(60매) / 17,000원
11:39 데일리 추천템
데일리 수분 진정 패드
12:02 이즈앤트리 세이버 쑥 토너 패드 100ml(60매) / 25,000원
13:07 바디버든프로젝트 시카 토너 패드 150ml(60매) / 23,900원 
13:52 홀리카홀리카 레스온스킨 에센스 패드 80매 / 20,000원
미백 패드
14:43 구달 청귤 비타C 토너패드 140ml(70매) / 24,000원 
15:34 TOP of TOP
수분, 진정, 민감, 복합성
15:54 더마토리 하이포알러제닉 시카 레스큐 거즈 패드 100ml(60매) / 22,000원 
수분, 진정, 수부지, 건성, 홍조
16:57 더랩바이블랑두 올리고 히알루론산 7 멀티 포뮬라 패드 120g(60매) / 28,000원 
각질제거, 진정, 수부지, 10대 여드름(PHA)
18:07 라운드랩 1025 독도 패드 120g(70매) / 24,000원 
지성, 수부지, 여드름 부위 사용(BHA+PHA)
19:32 브링그린 당근 비타 토너 패드 60매 / 18,000원
화이트헤드, 가드름, 등드름, 부위 사용, 가끔쓸템(등드름)
20:30 아리얼 스트레스 릴리빙 데일리 픽 필링 패드 30매 / 5,900원
21:36 엔딩",95개
3,yawoo,바디워시요ㅜㅜㅜ3년전이 마지막이고 최근이없네요..,125개
4,루랑이는루르렁,"오예 건졌어!😆 목이빠지게 기다렸어요 ㅠㅠㅠ
장바구니 담아논거 살까말까 이거보고 사자싶어서 기다렸는데 오늘도 저의 지갑을지켜주셨습니다
어쩐지...... 패드만쓰면 볼이 막 따갑고 화상입은것처럼 뜨근뜨근 홍조올라와도 각질제거하는 생각으로 참고썼는데 ㅠㅠㅠ
저는 얼굴은 토너로만 정리해야겠네요
오히려 생각치도못한 등드름용으로 쓸아이찾았어요 등드름 미스트만 생각했는데..
감사합니다!",9개
5,비비,"와진짜 올리브영 세일이라서 패드제품 세일해서, 패드왜쓰는지부터 궁금하고 살까말까 찾아보려고, 디렉터파이 패드 라고 검색했는데 1시간전에 올리신거뭐야 정말....!!!
통했넼ㅋㅋㅋㅋ 감사합니다 디파님!!!!!!!!!",100개
6,Eliza,OMGGGG IM WAITING FOR THIS A LOT! IM SO EXCITED! 😭♥️,6개
7,KarlaWarsaw,"Thank you Director pi for including English subtitles!
Love from your #1 American fan!!",6개
8,고먐미댕댕,항상 도움 많이받고있어요 ㅋㅋ 각질패드는 너무 자극적이라 보습되면서 각질에도 도움되는 패드 찾다가 더랩블랑두 패드 화해어플 성분비교하고 사서 쓰고있었는데 디파영상 자줗다보니 저도 화장품 고르는 센스가 조금은 생겼나봐요 ㅋㅋㅋㅋ 패드추천영상은 안올라오길래 제 직감대로 샀는데 탑제품에 떳네요ㅋㅋㅋㅋㅋㅋㅋ 잘배운것같아 뿌듯합니다 감사해요!,5개
9,김현수,디파님 제피부가 어떤 피부인지 아는법 좀 알려주시묜 감사할것같습니닷,3개
10,Seul143,디파님 만나기 전과 후로 삶 나뉨 진짜 디파님이 유튜브 안하셨으면 난 엉망진창으로 살았을거야ㅠㅠ,50개
11,정영준,디파님 여름이 다가오는데 피부타입별 여름 스킨케어 루틴 영상 만드실건가요?작년껄 보고 사야 하나 기다려야하나 고민입니다.ㅠ,71개
12,호롤롤로,"디파님은 항상 피부타입별로 완벽하게 추천해주시는데,,, 걍 다 떠먹여주시는데,,, 문제는 내가 아직도 내 피부타입을 모른다는 것..ㅠㅠ 수부지 같기도 하고 복합성 같기도 하고 여드름도 있는데 그와중에 민감한 것도 맞는 것 같고 홍조도 있고..... 우우느우댜앵",22개
13,뿌뿌뿌,스트라이덱스가 없당 ㅠ,28개
14,김민선,"더랩바이블랑두 패드 이미 넘넘 잘쓰구있는건데~~~  수면팩 15~20분 쓰면 좋다는거 배웠네요ㅎㅎ 좋은제품, 활용법 늘 잘 알려주셔서 감사해요!!",6개
15,zzang숙,"화장품의 신세계를 알게 해준 디파님!
감사~*  쭈욱 건강유지하셔서 유익한 영상 부탁드려요",2개
16,유민혁,디렉터 파이님 여드름이 있는데 튀어나오지 않은 빨간색만 띄는 여드름은 어떻게 사라지게 하나요 ㅠㅠ,26개
17,선율빼꼼이,쓰던 패드 다 써서 내일 사려고 했는데 오늘 영상이 똭~! 디파님 저랑 통했다⭐️,5개
18,현주호,디파님 패드 영상 올라왔으니 2020 약산성 토너 TOT도 해주실 수 있나요?ㅠㅠㅠ 평소에 너무 좋은 영상만 올라와서 세럼이랑 보습제도 잘 골랐는데 토너도 알고 싶어요!!!!,2개
19,보라해,진짜 항상 이런 TOP OF TOP은 몇년 단위로 해주세요 ... 레알 찬양합니다 ... 사랑해요 디렉터 파이 ♡̷̷̷ ⋆ﾟ₊,52개
20,류가연,"항상 좋은 제품들 자세하고 정확하게 추천해주시는 디파님
감사해요~ 늘 예쁘시네요 ㅋㅋㅋㅋㅎ",2개
21,최수인,더마토리는 겨울에 써야해요 끈적 거리고 두껍게 얼굴에 잔여감이 남아요,3개
22,김소연,디파님~ 항상 잘보고있어요. 화장품 아무거나. 끌리는거 쓰다가 저희 가족 모두 디파님 덕분에 성분도 좋고 가격도 합리적인 상품 골라서 사요. 건성이라 생기는 각질도 원래그런가보다~ 하고 놔두고 그냥저냥 살던 과거의 저.. 디파님 덕분에 꿀피부됐습니다. 항상 감사하다는 말씀 드리고파요.,10개
23,김진,제목보고 지성인인 저는 바로 달려왔습니다..디파님 사랑해요 💜,41개
24,기라미,요새 비타민C 들어간 제품 많이 사용하던데 비타민C 제품 순위도 해주세요!!,2개
25,강승연,"수부지와 지성을 오가는 
복합성 피부라 맞는 패드 찾기 힘들었는데... 
저는 셀리맥스 지우개 패드 계속 
데일리템으로 쓰고 있어요~🙌
디파님 좋은 영상 감사합니다♥🤗",37개
