닉네임,댓글,좋아요수,날짜
Jella젤라,"마켓공지

드디어 ! 시카 라인 마켓 진행합니다!
너무 많은 댓글과 다이렉트로 시카 라인 대용량 원하셨지만..
로벡틴 직원이 아닌 제가 할 수 있는 최대한 구성을 꾸려보자며..

물론 항상 그렇듯 최선을 다해 제일 큰 할인율과 증정을 위해 
노력하고 또 노력해보았습니다!
시카 라인 잘 맞았던 분들은 이번 마켓 놓치시면 정말.. 제가 다 속상할 정도입니다..8_8

정말 최선을 다했고.. 큰 할인율 가져오려 노력했어요!

최대 61% 할인율! 선착순으로 로벡틴의 신제품! 라하앰플(본품)을 1000개 (3세트 구매 시 3개가 갑니다!!!)
젤라X로벡틴 콜라보 거울도 선착순으로 증정됩니다! (물론 거울도 3세트 구매 시 3개가 갑니다!!)


*로벡틴 마켓일정

-https://bit.ly/2yIRlwM* 구매링크

-일정 : 2020/04/24 6:30 pm - 04/27 2pm
-옵션 / 가격 
옵션 1) 시카밤 2개 + 슬리핑팩 1개 + 시카마스크팩 5EA / 39,900원 (정가 102,000원 / 61%할인)
옵션 2) 마스크팩 10장 (시카/아쿠아) / 18,800원 (정가 40,000원 / 53%할인)
옵션 3) 마스크팩 20장 (시카/아쿠아) / 36,000원 (정가 80.000원 / 55%할인)
옵션 4) 마스크팩 30장 (시카/아쿠아) / 48,000원 (정가 120,000원 / 60%할인)

-무료배송 : 옵션 1(39,900원) 이상 가격 구매 무료배송",175개,2020. 4. 24.
쟁이,엄마도 사람이고 꿈이 있고 일해서 돈도 벌어야 하는데 어캐 애만 주구장창 보겠냐 요즘 세상에 오로지 아이한테만 집중하는 엄마들 거의 없는 건 알고 짓거리는건지ㅜ 아이에게만 집중하면 너무 좋겠지만 그건 소수고 맞벌이가 대부분이라 친정에 맡길 수 있는 자체만으로 행운인거임 그럴 수도 없어서 어린이집 돌봄에 맡기는 부모도 엄청 많음ㅋㅋㅋ 지 생각이랑 다르다고 강요하는 건 아니지.. 남의 애는 남이 알아서 키우니까 괜히 아는 척 하지 말자,232개,2020. 4. 24.
,남의 모녀 관계를 고작 몇분 몇십분 짜리 동영상으로 자기맘대로 판단하네..ㅋㅋㅋ 그게 상처가 될 수 있다는 말인걸 모르나? 딱봐도 겁나 행복해보이고 좋구만.. 로아 너무 귀여워용 ㅜ.ㅜ,667개,2020. 4. 24.
양연화,"난 오히려 너무 좋아보인다 
아이를 가지고 낳으며 자신의 삶을 포기해야만 하는 엄마들도 참 많은데 젤라님은 일도 하시며 자식도 키우고 예뻐해줄 수 있는 환경이라 너무 좋은 것 같아요",247개,2020. 4. 24.
예인,..? 저 태어날때부터 9살까지 부모님이 맞벌이이셔서 일주일에 주말빼고 거의 5일을 할머니. 할어버지 댁에서 컸는데 엄마 아빠랑 사이 엄청 좋습니다. 모르면 그냥 입닫고 영상보세요. 니네 뇌피셜로 남의 가정사 유추한답시고 말같지도 않은 소리 하지마시고,385개,2020. 4. 24.
EJJWIm,아기가 엄마가 이리 오세요 해서 저렇게 오려는 행동을 취하면 엄마랑 애착형성이 매우매우 잘 되어있는거래요! 그러니 걱정말아요!! 모든 엄마는 위대합니다! 엄마는 엄마 존재만으로 아가에게 모든걸 해준거니까요! 많은걸 잃어도 옆에 내아가하나로 모든게 채워지니까요!! 그러니 힘내요 세상의 모든 엄마들 그리고 악플러들!!! 너네 부모님도 너희 그렇게 열심히 키웠는데 남을 괴롭히는데 힘을쓰면 안되는거다 땍!,466개,2020. 4. 24.
oo,"무례한 사람들은 어딜가든 있네요,, 실례가 되는 말들은 제발 자제해주시길 ,, 정이 없겠다뇨...ㅠㅠㅠ",255개,2020. 4. 24.
김예진,"할머니랑 많은 시간을 보내도 엄마가 미운짓을 하지않는 이상 엄마한테 받는 사랑은 가장 크게 다가와요 저는 걷지도 못할때부터 맞벌이 부모님 밑에서 커서 혼자 지내거나 할머니 혹은 동네 베이비시터 해주시는 분들 손에 컸는데 지금은 엄마랑 둘도없는 단짝이에요 엄마가 항상 같이 있는 시간에는 저만을 위해서 노력해주셨거든요
 젤라님 그런 댓글 마음은 쓰이시겠지만 항상 최선을 다하면 그 마음은 로아도 알거에요 건강하세요!",180개,2020. 4. 24.
덕뮤,아기한테 사랑을 주는것 만큼 강아지도 사랑을 받고 있는것 같아서 보기 좋아요! 보통 집에 아기들이 생기면 받는 사랑이 줄어서 강아지들이 스트레스를 받기도 하고 아기를 적이라고 생각하기도 한다는데 이 가정은 모두 화목하고 좋아보여요! 응원할게요 로아야 큰 인물로 성장하자!!❤️,218개,2020. 4. 24.
블러blur,ㅋㅋㅋㅋㅋㅋ젤라님 진짜 죄송한데... 어머님 처음 들어오실때 혁이님 백설공주 코스프레한줄알고 깜짝놀랬어요,85개,2020. 4. 24.
